frame,cls,conf,x1,y1,x2,y2
0,2,0.8900370597839355,1013.736572265625,175.12957763671875,1098.7718505859375,247.44776916503906
0,2,0.8536867499351501,194.574462890625,520.6865844726562,351.2802429199219,624.8221435546875
0,2,0.5303379893302917,1092.3956298828125,856.61279296875,1297.4107666015625,1042.0155029296875
0,2,0.48933252692222595,1614.107666015625,268.3248596191406,1716.851806640625,363.0494689941406
0,2,0.4841252267360687,1410.07763671875,2.5214223861694336,1482.6536865234375,52.506717681884766
0,7,0.4235326945781708,1199.371337890625,40.654014587402344,1283.571533203125,128.16400146484375
0,2,0.37764015793800354,1200.0245361328125,42.6742057800293,1281.0084228515625,126.97051239013672
1,2,0.8624570369720459,1020.3037719726562,173.35377502441406,1100.6531982421875,244.2118377685547
1,2,0.8403633832931519,204.4534149169922,517.2669677734375,360.2492980957031,622.1370849609375
1,2,0.6667052507400513,1612.8621826171875,271.83612060546875,1714.6453857421875,367.1512145996094
1,2,0.6268140077590942,1091.6243896484375,865.2206420898438,1292.7840576171875,1048.567626953125
1,7,0.37955349683761597,1201.237548828125,45.21953201293945,1283.8148193359375,125.8147964477539
1,2,0.3735179901123047,1411.937255859375,2.1733617782592773,1484.505859375,50.21609115600586
1,2,0.326532781124115,1201.9925537109375,42.45292282104492,1283.9981689453125,125.2047119140625
3,2,0.8773738145828247,220.57406616210938,510.48651123046875,380.0879821777344,612.5468139648438
3,2,0.8101776242256165,1028.5030517578125,169.1813507080078,1108.0235595703125,237.04518127441406
3,2,0.6813894510269165,1089.7757568359375,886.8722534179688,1289.3204345703125,1059.9317626953125
3,2,0.5039036870002747,1609.0330810546875,279.21527099609375,1710.6397705078125,372.1847839355469
3,2,0.45913150906562805,1207.8125,41.72227478027344,1288.556396484375,122.10953521728516
3,7,0.4495900571346283,1608.185302734375,277.7391662597656,1710.509765625,373.4974670410156
3,2,0.36394041776657104,1419.412109375,0.0,1487.711181640625,45.93663024902344
4,2,0.8682229518890381,1031.399169921875,167.33367919921875,1111.8172607421875,233.337890625
4,2,0.8290237784385681,231.5262451171875,506.2928771972656,386.1940002441406,610.4530639648438
4,2,0.6858422160148621,1086.999755859375,893.5447998046875,1289.5777587890625,1066.317626953125
4,2,0.577383816242218,1604.526123046875,281.1552429199219,1713.579345703125,375.9322814941406
4,2,0.5096876621246338,1210.5076904296875,40.11946105957031,1290.77734375,119.97750091552734
4,7,0.27706071734428406,1602.9964599609375,280.1723327636719,1713.8155517578125,377.2727966308594
