idx,x1,y1,x2,y2
0,52.95177427504882,88.76004808125703,470.9517742750488,421.760048081257
0,158.97021844247246,43.541315258114935,289.97021844247246,166.54131525811493
1,270.6101795283825,1.411140491786739,378.6101795283825,176.41114049178674
1,57.78552179813103,0.2513066793671044,164.78552179813101,149.2513066793671
2,137.27720102280816,3.2302018113927033,370.2772010228082,198.2302018113927
2,164.79043636606445,66.47972095770481,317.79043636606445,236.4797209577048
2,359.89261672566795,0.7802915284546756,478.89261672566795,111.78029152845468
3,8.380635039388494,-1.0421354687551059,316.3806350393885,259.9578645312449
3,39.76303017465739,99.58175405532376,120.76303017465739,413.58175405532376
3,136.88134018532892,36.72898529308934,168.88134018532892,109.72898529308934
3,180.08858857112088,36.35248473962163,216.08858857112088,104.35248473962163
3,95.88089803131386,39.49343400974517,122.88089803131386,103.49343400974517
4,157.33266497689897,198.7792155828726,230.33266497689897,239.7792155828726
4,47.01826702442541,201.64480275280306,94.01826702442541,237.64480275280306
5,101.97616977488536,62.20668211451826,473.97616977488536,258.20668211451823
6,120.29737762167636,1.0552629051800224,203.29737762167636,35.05526290518002
6,117.97567227207279,38.61712306497196,273.97567227207276,121.61712306497196
6,205.26268057105244,72.9101165001513,394.26268057105244,235.9101165001513
6,20.408040237361035,3.5683374469496982,496.40804023736104,189.5683374469497
6,-0.17184363896421928,187.7074158064508,498.8281563610358,282.7074158064508
7,47.35846725021898,156.34616292359902,450.35846725021895,281.346162923599
8,271.07969409963863,169.6590345316039,386.07969409963863,233.6590345316039
8,294.8770012562393,188.7692051766104,327.8770012562393,230.7692051766104
8,205.88527431824318,175.65370458754413,255.88527431824318,235.65370458754413
8,121.81623995826732,162.42353961046607,197.81623995826732,330.42353961046604
8,457.3928167914423,212.52004101088724,500.3928167914423,297.5200410108872
8,437.46207888548565,172.5819316363332,499.46207888548565,242.5819316363332
8,351.5995824880155,271.65485534043154,452.5995824880155,374.65485534043154
8,264.3412991189275,249.26055603555795,352.3412991189275,363.26055603555795
8,189.92543236353484,259.1991440936803,286.9254323635348,374.1991440936803
8,147.78674401384018,224.8892834353599,400.7867440138402,331.8892834353599
8,53.778328977015846,189.15415894472864,83.77832897701585,214.15415894472864
8,357.81774578312917,186.67647645405714,468.81774578312917,357.67647645405714
9,41.16699212930487,40.14806257043847,451.16699212930484,340.14806257043847
10,51.71564383423606,2.822012452576871,497.71564383423606,375.82201245257687
11,2.7467528290352448,33.93628304765517,344.74675282903524,337.93628304765514
12,-2.0035032558434693,8.436303269365993,435.9964967441565,499.436303269366
13,180.0648567331797,260.1248441269484,213.0648567331797,293.1248441269484
13,367.00980826599266,243.96357399376762,447.00980826599266,352.9635739937676
13,255.36489456235785,247.06598370385808,371.36489456235785,375.0659837038581
14,43.78528962053622,178.45983476248654,384.7852896205362,335.45983476248654
15,-0.951444718299598,3.0906371703541424,393.0485552817004,377.09063717035417
16,71.92278100031831,13.971060619625547,307.9227810003183,489.9710606196255
17,392.25555713880766,2.9786636184125754,479.25555713880766,94.97866361841258
17,306.0390404457709,178.77520173724156,411.0390404457709,280.77520173724156
17,326.82123195989504,195.13632562605898,471.82123195989504,329.136325626059
17,144.06119880270484,163.41468510732247,321.06119880270484,247.41468510732247
17,0.45206039187816316,173.41508243414964,144.45206039187815,317.41508243414967
18,250.8517257142048,162.05349516944997,286.8517257142048,271.05349516945
19,-1.527680234425901,-0.6732433582953945,497.47231976557407,373.3267566417046
19,99.17547654200331,124.56595466135255,419.1754765420033,375.5659546613525
20,101.10809978582279,202.86883768521363,181.1080997858228,273.86883768521363
21,120.82071288871776,11.199653435184302,334.82071288871776,223.1996534351843
21,100.60012303504004,175.14954333006494,427.60012303504004,356.14954333006494
22,156.29576403323333,47.101161692367384,287.29576403323335,337.1011616923674
23,215.2102507067869,182.22358030177637,377.2102507067869,240.22358030177637
24,294.0694169567071,70.40766305515001,421.0694169567071,197.40766305515
24,39.09932770157977,97.50144023254626,442.0993277015798,377.50144023254626
24,227.41837211366362,89.89868892768612,337.4183721136636,364.8986889276861
25,83.36752774126839,72.86275004223967,386.3675277412684,318.86275004223967
25,323.3475209324295,1.3243582384405101,393.3475209324295,116.32435823844051
26,9.918503580662303,32.220406864133025,498.91850358066233,378.220406864133
26,3.027699225856196,87.12495484545587,363.02769922585617,377.1249548454559
26,91.81042743670747,172.61805131872148,211.81042743670747,356.6180513187215
27,186.04782045105236,118.41655556818105,333.04782045105236,179.41655556818105
28,430.78740455966476,104.83377761639892,473.78740455966476,251.83377761639892
28,39.308269600016594,112.18247303334942,81.30826960001659,263.1824730333494
28,2.3128701312672035,253.9881411962033,501.31287013126723,373.9881411962033
29,95.06682312018819,8.385830516183859,501.0668231201882,332.3858305161839
29,41.79270524322556,166.69976169072683,74.79270524322556,222.69976169072683
30,112.84442243502491,72.46208305988026,497.8444224350249,330.46208305988023
30,92.97452387423856,158.85085397236415,104.97452387423856,187.85085397236415
30,35.52864247611693,102.09492789708128,128.52864247611694,335.0949278970813
31,370.4522507637622,105.07431327871986,417.4522507637622,122.07431327871986
31,392.6368467349115,110.82692667096276,500.6368467349115,176.82692667096276
31,1.0654290769619479,252.18823912947653,500.06542907696195,332.18823912947653
31,129.63521529906947,81.02835688951845,236.63521529906947,250.02835688951845
31,102.11403050797585,24.760595022675275,212.11403050797585,213.76059502267526
32,145.9554983852606,113.59913516666435,357.9554983852606,287.5991351666644
32,185.60959354691113,57.5074802700243,287.6095935469111,242.5074802700243
33,0.9209130427133516,154.69348584413888,56.92091304271335,230.69348584413888
34,244.0266559032582,225.35449277081602,275.0266559032582,261.354492770816
35,39.4786744747078,194.18581226852052,111.4786744747078,295.1858122685205
36,46.142289296997376,17.121642986700635,493.1422892969974,497.12164298670064
37,7.733301779008457,108.31555038630913,502.73330177900846,344.31555038630916
37,200.2195979827603,125.11253516481335,302.2195979827603,347.1125351648134
38,49.111675471674346,76.78334391673093,426.11167547167435,321.7833439167309
39,256.2657144012202,64.78183594049,302.2657144012202,104.78183594049
39,158.91277794258582,43.61912668859259,464.9127779425858,272.6191266885926
40,158.96177619153838,118.3601921356632,441.9617761915384,202.3601921356632
41,44.07123846118134,61.835972425136674,394.07123846118134,377.8359724251367
42,254.34320953148705,81.78545440477819,306.34320953148705,116.78545440477819
42,49.853259820713305,56.11443548970047,385.85325982071333,296.11443548970044
43,198.93027292144893,151.9236063343343,331.93027292144893,182.9236063343343
43,68.10908828446782,185.22695222451284,94.10908828446782,215.22695222451284
43,23.012271624539622,180.01126534699273,55.01227162453962,250.01126534699273
43,56.30144593792795,193.56467501665747,150.30144593792795,254.56467501665747
44,250.55672942582532,56.397973179682054,442.5567294258253,245.39797317968205
45,105.03887904928695,126.56016190156114,325.03887904928695,203.56016190156114
45,230.03485970185588,130.01943849359688,254.03485970185588,157.01943849359688
46,348.3412538659857,8.092066493393673,500.3412538659857,310.09206649339365
46,338.8920816414167,104.06482065470271,498.8920816414167,305.0648206547027
46,431.7273895909926,1.4565207508092008,464.7273895909926,58.456520750809204
46,481.15267633160914,12.26114669559399,500.15267633160914,42.26114669559399
46,-0.44795675342551533,2.435662167041613,204.5520432465745,311.43566216704164
46,193.15983095511217,155.22564413173038,278.15983095511217,304.2256441317304
47,94.23932684123838,134.58202083815226,229.23932684123838,203.58202083815226
48,412.8116370876905,60.319836361203784,500.8116370876905,355.3198363612038
48,228.67568300600186,85.05221395477895,385.67568300600186,188.05221395477895
49,59.45548178267735,58.36750969927077,124.45548178267735,140.36750969927078
49,144.87821179895352,38.943524505615756,251.87821179895352,333.94352450561576
49,244.92913820242399,152.13752393954795,341.929138202424,280.1375239395479
49,336.98984566953425,139.70331498375214,460.98984566953425,305.70331498375214
49,15.749001710650717,39.361312860432506,157.7490017106507,157.36131286043252
49,429.8993054800781,257.5749896101453,453.8993054800781,321.5749896101453
49,13.853688925796199,169.45222101997638,93.8536889257962,258.4522210199764
